hv001,hv002,wt,hv208,hv206,hv243a,sh121m,sh121o,hv209,hv247,sh122h,roof,id,v005,v190,v149,deceas,de_cat,health
431,208,21.808925,0,0,0,0,0,0,0,0,2,5,864700,2,1,0,0%,NA
431,208,21.808925,0,0,0,0,0,0,0,0,2,5,864700,2,2,0,0%,NA
431,208,21.808925,0,0,0,0,0,0,0,0,2,5,864700,2,3,0,0%,NA
431,208,21.808925,0,0,0,0,0,0,0,0,2,5,864700,2,2,0,0%,NA
431,208,21.808925,0,0,0,0,0,0,0,0,2,5,864700,2,3,0,0%,NA
431,208,21.808925,0,0,0,0,0,0,0,0,2,5,864700,2,1,0,0%,NA
431,212,7.851213,0,0,1,0,0,0,0,0,2,2,864700,3,2,0,0%,NA
431,212,7.851213,0,0,1,0,0,0,0,0,2,2,864700,3,1,0,0%,NA
431,212,7.851213,0,0,1,0,0,0,0,0,2,2,864700,3,3,0,0%,1
431,250,8.72357,0,0,1,0,0,0,0,0,2,2,864700,3,0,0,0%,NA
431,250,8.72357,0,0,1,0,0,0,0,0,2,2,864700,3,3,0,0%,1
431,250,8.72357,0,0,1,0,0,0,0,0,2,2,864700,3,1,0,0%,1
431,283,10.468284,0,0,1,0,0,0,0,0,2,2,864700,2,0,0,0%,NA
431,283,10.468284,0,0,1,0,0,0,0,0,2,2,864700,2,3,0,0%,NA
431,283,10.468284,0,0,1,0,0,0,0,0,2,2,864700,2,1,0,0%,NA
431,350,6.978856,0,0,1,0,0,0,0,0,2,2,864700,2,2,0,0%,NA
431,394,5.234142,0,0,1,0,0,0,0,0,2,2,864700,3,3,0.42857142857142855,34-66%,NA
431,394,5.234142,0,0,1,0,0,0,0,0,2,2,864700,3,3,0,0%,1
431,394,5.234142,0,0,1,0,0,0,0,0,2,2,864700,3,3,0,0%,NA
431,398,6.106499,0,0,1,0,0,0,0,0,1,2,864700,1,1,0,0%,1
431,398,6.106499,0,0,1,0,0,0,0,0,1,2,864700,1,3,0,0%,NA
431,49,6.106499,0,0,1,0,0,0,0,0,2,2,864700,3,2,0,0%,NA
431,49,6.106499,0,0,1,0,0,0,0,0,2,2,864700,3,2,0,0%,NA
431,49,6.106499,0,0,1,0,0,0,0,0,2,2,864700,3,3,0,0%,NA
431,495,6.978856,0,0,1,0,0,0,0,0,2,2,864700,2,2,0,0%,NA
431,495,6.978856,0,0,1,0,0,0,0,0,2,2,864700,2,3,0,0%,1
431,495,6.978856,0,0,1,0,0,0,0,0,2,2,864700,2,3,0,0%,NA
431,5,14.830069,0,0,1,0,0,0,0,0,2,2,864700,3,1,0.5,34-66%,NA
431,5,14.830069,0,0,1,0,0,0,0,0,2,2,864700,3,3,0,0%,NA
431,5,14.830069,0,0,1,0,0,0,0,0,2,2,864700,3,2,0,0%,NA
431,5,14.830069,0,0,1,0,0,0,0,0,2,2,864700,3,3,0,0%,1
431,5,14.830069,0,0,1,0,0,0,0,0,2,2,864700,3,3,0,0%,NA
431,554,8.72357,0,0,1,0,0,0,0,0,2,2,864700,3,2,0.4,34-66%,NA
431,554,8.72357,0,0,1,0,0,0,0,0,2,2,864700,3,2,0.5,34-66%,NA
431,554,8.72357,0,0,1,0,0,0,0,0,2,2,864700,3,3,0,0%,NA
431,579,6.106499,0,0,1,0,0,0,0,0,2,2,864700,2,3,0.2857142857142857,1-33%,NA
431,579,6.106499,0,0,1,0,0,0,0,0,2,2,864700,2,3,0.25,1-33%,0
431,579,6.106499,0,0,1,0,0,0,0,0,2,2,864700,2,2,0,0%,NA
431,579,6.106499,0,0,1,0,0,0,0,0,2,2,864700,2,1,0.2,1-33%,NA
431,579,6.106499,0,0,1,0,0,0,0,0,2,2,864700,2,1,0,0%,1
431,591,7.851213,0,0,0,0,0,0,0,0,2,5,864700,2,2,0.16666666666666666,1-33%,NA
431,591,7.851213,0,0,0,0,0,0,0,0,2,5,864700,2,1,0,0%,NA
431,62,19.191854,1,0,1,0,1,0,0,0,2,4,864700,3,2,0.42857142857142855,34-66%,NA
431,62,19.191854,1,0,1,0,1,0,0,0,2,4,864700,3,3,0.6666666666666666,34-66%,0
431,62,19.191854,1,0,1,0,1,0,0,0,2,4,864700,3,3,0,0%,1
431,637,11.340641,1,0,1,0,1,0,0,0,2,4,864700,3,3,0,0%,NA
431,637,11.340641,1,0,1,0,1,0,0,0,2,4,864700,3,2,0,0%,NA
431,637,11.340641,1,0,1,0,1,0,0,0,2,4,864700,3,3,0,0%,1
431,671,5.234142,0,0,1,0,0,0,0,0,2,2,864700,2,3,0,0%,0
431,684,8.72357,0,0,1,0,0,0,0,0,2,2,864700,2,2,0.125,1-33%,NA
431,684,8.72357,0,0,1,0,0,0,0,0,2,2,864700,2,3,0,0%,NA
431,70,6.978856,0,0,0,0,0,0,0,0,2,5,864700,2,1,0.375,34-66%,NA
431,714,10.468284,0,0,1,0,0,0,0,0,2,2,864700,3,1,0.2,1-33%,NA
431,714,10.468284,0,0,1,0,0,0,0,0,2,2,864700,3,3,0.14285714285714285,1-33%,NA
431,724,5.234142,0,0,0,0,0,0,0,0,2,5,864700,2,3,0,0%,1
431,812,4.361785,0,0,1,0,0,0,0,0,2,2,864700,2,1,0.16666666666666666,1-33%,NA
431,812,4.361785,0,0,1,0,0,0,0,0,2,2,864700,2,3,0,0%,1
431,812,4.361785,0,0,1,0,0,0,0,0,2,2,864700,2,1,0.2222222222222222,1-33%,NA
431,865,5.234142,0,0,1,0,0,0,0,0,2,2,864700,2,3,1,67+%,NA
431,865,5.234142,0,0,1,0,0,0,0,0,2,2,864700,2,0,0.16666666666666666,1-33%,NA
432,1057,17.7211,1,1,1,0,0,0,0,0,2,3,1761645,3,1,0,0%,NA
432,1057,17.7211,1,1,1,0,0,0,0,0,2,3,1761645,3,3,0,0%,NA
432,1057,17.7211,1,1,1,0,0,0,0,0,2,3,1761645,3,2,0,0%,NA
432,1067,7.08844,0,0,1,0,0,0,0,0,2,2,1761645,3,1,0,0%,NA
432,1090,3.54422,0,0,1,0,0,0,0,0,2,2,1761645,2,0,0.8,67+%,NA
432,1106,3.54422,1,1,1,0,1,0,1,0,2,4,1761645,4,2,0,0%,NA
432,1179,12.40477,0,0,1,0,0,0,0,0,2,2,1761645,2,0,0.3,1-33%,NA
432,1186,19.49321,0,1,1,0,0,0,1,0,2,2,1761645,3,3,0.25,1-33%,NA
432,1186,19.49321,0,1,1,0,0,0,1,0,2,2,1761645,3,3,0,0%,NA
432,1186,19.49321,0,1,1,0,0,0,1,0,2,2,1761645,3,3,0,0%,NA
432,1186,19.49321,0,1,1,0,0,0,1,0,2,2,1761645,3,3,0,0%,NA
432,1215,14.17688,0,1,1,0,0,0,0,0,2,2,1761645,3,1,0,0%,NA
432,1215,14.17688,0,1,1,0,0,0,0,0,2,2,1761645,3,1,0.8,67+%,NA
432,1215,14.17688,0,1,1,0,0,0,0,0,2,2,1761645,3,1,0.5,34-66%,NA
432,192,5.31633,0,0,1,0,0,0,0,0,0,2,1761645,1,1,0,0%,NA
432,256,5.31633,1,1,1,0,0,0,0,0,2,3,1761645,3,1,0,0%,NA
432,275,10.63266,0,0,1,0,0,0,0,0,2,2,1761645,3,0,0,0%,NA
432,275,10.63266,0,0,1,0,0,0,0,0,2,2,1761645,3,1,0,0%,NA
432,28,8.86055,0,0,1,0,0,0,0,0,0,2,1761645,1,3,0,0%,1
432,28,8.86055,0,0,1,0,0,0,0,0,0,2,1761645,1,3,0,0%,NA
432,340,12.40477,1,1,1,0,0,0,0,0,2,3,1761645,2,0,0.375,34-66%,NA
432,372,23.03743,1,1,1,0,1,1,1,0,2,4,1761645,4,1,0,0%,0
432,372,23.03743,1,1,1,0,1,1,1,0,2,4,1761645,4,1,0,0%,NA
432,372,23.03743,1,1,1,0,1,1,1,0,2,4,1761645,4,0,0.3333333333333333,1-33%,NA
432,372,23.03743,1,1,1,0,1,1,1,0,2,4,1761645,4,1,0,0%,NA
432,374,8.86055,0,0,0,0,0,0,0,0,2,5,1761645,2,0,0,0%,NA
432,397,10.63266,0,0,0,0,0,0,0,0,2,5,1761645,2,0,0,0%,NA
432,397,10.63266,0,0,0,0,0,0,0,0,2,5,1761645,2,0,0,0%,NA
432,397,10.63266,0,0,0,0,0,0,0,0,2,5,1761645,2,1,0,0%,NA
432,511,8.86055,0,0,1,0,0,0,0,0,2,2,1761645,3,0,0,0%,NA
432,591,1.77211,0,0,0,0,0,0,0,0,2,5,1761645,2,0,0,0%,NA
432,674,14.17688,0,0,1,0,0,0,0,0,2,2,1761645,2,1,0,0%,NA
432,817,7.08844,0,0,0,0,0,0,0,0,2,5,1761645,2,1,0,0%,NA
432,843,3.54422,0,0,1,0,0,0,0,0,2,2,1761645,3,3,0,0%,NA
432,942,17.7211,0,0,1,0,0,0,0,0,2,2,1761645,3,3,0,0%,NA
432,942,17.7211,0,0,1,0,0,0,0,0,2,2,1761645,3,3,0,0%,NA
433,1001,0.758241,1,1,1,1,1,1,1,0,2,1,258886,5,3,0,0%,NA
433,1043,0.505494,1,1,1,1,1,1,1,1,2,1,258886,5,5,0,0%,NA
433,105,2.274723,1,1,1,1,1,1,1,1,2,1,258886,5,5,0.5,34-66%,1
433,105,2.274723,1,1,1,1,1,1,1,1,2,1,258886,5,3,0,0%,NA
433,105,2.274723,1,1,1,1,1,1,1,1,2,1,258886,5,3,0,0%,NA
433,1158,2.021976,1,1,1,1,1,1,0,0,1,1,258886,5,5,0,0%,NA
433,1158,2.021976,1,1,1,1,1,1,0,0,1,1,258886,5,3,0,0%,NA
433,1170,0.505494,1,1,1,1,1,1,1,1,2,1,258886,5,5,0,0%,NA
433,1170,0.505494,1,1,1,1,1,1,1,1,2,1,258886,5,5,0,0%,NA
433,1206,1.263735,1,1,1,1,1,1,1,0,2,1,258886,5,3,0,0%,NA
433,144,1.263735,1,1,1,0,0,1,0,0,2,3,258886,4,3,0,0%,NA
433,144,1.263735,1,1,1,0,0,1,0,0,2,3,258886,4,3,0,0%,NA
433,151,1.010988,1,1,1,1,1,1,1,1,2,1,258886,5,3,0,0%,NA
433,196,1.516482,1,1,1,1,1,1,1,1,2,1,258886,5,5,0,0%,NA
433,196,1.516482,1,1,1,1,1,1,1,1,2,1,258886,5,3,0,0%,NA
433,196,1.516482,1,1,1,1,1,1,1,1,2,1,258886,5,5,0,0%,NA
433,209,1.010988,1,1,1,1,1,1,1,0,2,1,258886,5,5,0,0%,1
433,219,1.263735,1,1,1,1,1,1,1,1,2,1,258886,5,5,0,0%,0
433,23,0.505494,1,1,1,1,1,1,1,1,2,1,258886,5,5,0,0%,0
433,230,1.769229,1,1,1,1,1,1,1,1,2,1,258886,5,4,0,0%,1
433,230,1.769229,1,1,1,1,1,1,1,1,2,1,258886,5,3,0,0%,NA
433,286,1.263735,1,1,1,1,1,1,1,0,2,1,258886,5,3,0,0%,NA
433,286,1.263735,1,1,1,1,1,1,1,0,2,1,258886,5,3,0,0%,NA
433,291,0.505494,1,1,1,1,1,1,1,0,2,1,258886,5,5,0,0%,NA
433,291,0.505494,1,1,1,1,1,1,1,0,2,1,258886,5,5,0,0%,NA
433,291,0.505494,1,1,1,1,1,1,1,0,2,1,258886,5,5,0,0%,1
433,425,2.274723,1,1,1,0,1,1,1,1,2,4,258886,5,3,0,0%,NA
433,490,0.505494,1,1,1,1,1,1,1,1,2,1,258886,5,3,0,0%,NA
433,528,1.263735,1,1,1,1,1,1,1,1,2,1,258886,5,0,0,0%,NA
433,541,1.516482,1,1,1,1,1,1,1,1,2,1,258886,5,3,0,0%,NA
433,541,1.516482,1,1,1,1,1,1,1,1,2,1,258886,5,5,0,0%,NA
433,639,0.758241,1,1,1,1,1,1,1,0,1,1,258886,5,4,0,0%,1
433,681,0.505494,1,1,1,1,1,1,1,0,2,1,258886,5,3,0,0%,NA
433,682,1.010988,1,1,1,1,0,1,0,1,2,3,258886,5,5,0,0%,1
433,750,1.516482,1,1,1,1,1,1,1,1,2,1,258886,5,5,0,0%,NA
433,750,1.516482,1,1,1,1,1,1,1,1,2,1,258886,5,5,0,0%,NA
433,750,1.516482,1,1,1,1,1,1,1,1,2,1,258886,5,0,1,67+%,NA
433,750,1.516482,1,1,1,1,1,1,1,1,2,1,258886,5,5,0,0%,NA
433,750,1.516482,1,1,1,1,1,1,1,1,2,1,258886,5,5,0,0%,NA
434,1043,6.990726,0,1,1,0,0,0,0,0,2,2,1159071,3,2,0.2,1-33%,1
434,1119,12.816331,1,1,1,1,1,1,1,0,2,1,1159071,5,3,0,0%,NA
434,1119,12.816331,1,1,1,1,1,1,1,0,2,1,1159071,5,3,0,0%,NA
434,1119,12.816331,1,1,1,1,1,1,1,0,2,1,1159071,5,3,0,0%,NA
434,1119,12.816331,1,1,1,1,1,1,1,0,2,1,1159071,5,2,0,0%,NA
434,115,3.495363,1,1,0,0,0,0,0,0,2,3,1159071,3,0,0,0%,NA
434,1165,4.660484,1,1,1,0,1,1,0,0,2,4,1159071,4,2,0,0%,NA
434,1165,4.660484,1,1,1,0,1,1,0,0,2,4,1159071,4,3,0,0%,NA
434,1168,4.660484,1,1,1,0,0,0,0,0,2,3,1159071,4,3,0,0%,NA
434,1177,4.660484,1,1,0,0,1,0,0,0,2,4,1159071,4,1,0,0%,NA
434,1182,8.155847,1,1,1,0,0,0,0,0,2,3,1159071,3,3,0,0%,NA
434,1182,8.155847,1,1,1,0,0,0,0,0,2,3,1159071,3,3,0,0%,NA
434,1211,4.660484,0,1,0,0,0,0,0,0,2,5,1159071,3,2,0,0%,NA
434,1211,4.660484,0,1,0,0,0,0,0,0,2,5,1159071,3,3,0,0%,NA
434,160,4.660484,1,1,1,0,1,0,1,0,2,4,1159071,4,3,0,0%,NA
434,352,8.155847,0,0,0,0,0,0,0,0,2,5,1159071,2,1,0.4444444444444444,34-66%,NA
434,352,8.155847,0,0,0,0,0,0,0,0,2,5,1159071,2,1,0.5,34-66%,NA
434,352,8.155847,0,0,0,0,0,0,0,0,2,5,1159071,2,1,0,0%,NA
434,352,8.155847,0,0,0,0,0,0,0,0,2,5,1159071,2,1,0,0%,NA
434,434,18.641936,1,1,1,0,1,0,1,0,2,4,1159071,4,2,0.1111111111111111,1-33%,NA
434,434,18.641936,1,1,1,0,1,0,1,0,2,4,1159071,4,3,0,0%,NA
434,434,18.641936,1,1,1,0,1,0,1,0,2,4,1159071,4,3,0,0%,NA
434,434,18.641936,1,1,1,0,1,0,1,0,2,4,1159071,4,1,1,67+%,NA
434,434,18.641936,1,1,1,0,1,0,1,0,2,4,1159071,4,5,0,0%,NA
434,474,10.486089,1,1,1,0,1,1,1,1,2,4,1159071,5,3,0,0%,NA
434,474,10.486089,1,1,1,0,1,1,1,1,2,4,1159071,5,3,0,0%,1
434,474,10.486089,1,1,1,0,1,1,1,1,2,4,1159071,5,3,0,0%,NA
434,474,10.486089,1,1,1,0,1,1,1,1,2,4,1159071,5,3,0,0%,NA
434,480,1.165121,1,1,1,1,1,0,1,0,2,1,1159071,5,5,0,0%,NA
434,547,4.660484,1,1,1,1,1,1,1,0,2,1,1159071,5,3,0,0%,NA
434,547,4.660484,1,1,1,1,1,1,1,0,2,1,1159071,5,3,0,0%,NA
434,598,3.495363,1,1,1,0,1,0,0,0,2,4,1159071,4,3,0,0%,NA
434,623,3.495363,0,1,1,0,0,0,0,0,2,2,1159071,3,2,0,0%,NA
434,663,12.816331,1,1,1,0,1,0,0,0,2,4,1159071,4,3,0,0%,NA
434,665,5.825605,0,0,1,0,0,0,0,0,2,2,1159071,4,3,0,0%,0
434,732,9.320968,1,1,1,0,1,0,0,1,2,4,1159071,5,3,0,0%,1
434,732,9.320968,1,1,1,0,1,0,0,1,2,4,1159071,5,5,0.3333333333333333,1-33%,NA
434,732,9.320968,1,1,1,0,1,0,0,1,2,4,1159071,5,3,0,0%,NA
434,732,9.320968,1,1,1,0,1,0,0,1,2,4,1159071,5,3,0,0%,NA
434,732,9.320968,1,1,1,0,1,0,0,1,2,4,1159071,5,3,0,0%,2
434,80,12.816331,1,1,1,0,1,1,1,0,2,4,1159071,5,3,0,0%,NA
434,80,12.816331,1,1,1,0,1,1,1,0,2,4,1159071,5,3,0,0%,NA
434,80,12.816331,1,1,1,0,1,1,1,0,2,4,1159071,5,3,0,0%,NA
434,867,6.990726,1,1,1,0,1,1,0,0,2,4,1159071,5,5,0.3333333333333333,1-33%,NA
434,867,6.990726,1,1,1,0,1,1,0,0,2,4,1159071,5,3,0,0%,NA
434,867,6.990726,1,1,1,0,1,1,0,0,2,4,1159071,5,3,0,0%,NA
434,880,3.495363,0,1,1,0,0,0,0,0,2,2,1159071,3,3,0,0%,NA
434,883,8.155847,1,1,1,1,1,1,0,0,2,1,1159071,5,3,0,0%,NA
434,883,8.155847,1,1,1,1,1,1,0,0,2,1,1159071,5,3,0,0%,NA
434,883,8.155847,1,1,1,1,1,1,0,0,2,1,1159071,5,2,0,0%,1
434,899,2.330242,1,1,1,0,1,0,0,0,2,4,1159071,4,4,0,0%,NA
434,952,10.486089,1,1,1,0,1,1,0,0,2,4,1159071,4,3,0.16666666666666666,1-33%,0
434,952,10.486089,1,1,1,0,1,1,0,0,2,4,1159071,4,3,0,0%,NA
434,971,5.825605,1,1,1,0,1,0,0,0,2,4,1159071,4,3,0,0%,NA
435,1036,1.984576,0,0,1,0,0,0,0,0,2,2,490491,2,2,0.14285714285714285,1-33%,NA
435,1069,5.457584,1,0,1,0,0,0,0,0,2,3,490491,2,2,0,0%,NA
435,1069,5.457584,1,0,1,0,0,0,0,0,2,3,490491,2,3,0,0%,NA
435,1069,5.457584,1,0,1,0,0,0,0,0,2,3,490491,2,3,0,0%,0
435,1069,5.457584,1,0,1,0,0,0,0,0,2,3,490491,2,2,0,0%,NA
435,1069,5.457584,1,0,1,0,0,0,0,0,2,3,490491,2,3,0,0%,NA
435,1073,3.473008,0,0,0,0,0,0,0,0,2,5,490491,2,3,0,0%,NA
435,1073,3.473008,0,0,0,0,0,0,0,0,2,5,490491,2,1,0,0%,NA
435,1099,5.457584,1,0,1,0,0,0,0,0,2,3,490491,3,1,0,0%,0
435,1099,5.457584,1,0,1,0,0,0,0,0,2,3,490491,3,1,0,0%,NA
435,1099,5.457584,1,0,1,0,0,0,0,0,2,3,490491,3,3,0,0%,NA
435,110,3.969152,1,0,0,0,0,0,0,0,2,3,490491,2,3,0,0%,NA
435,110,3.969152,1,0,0,0,0,0,0,0,2,3,490491,2,3,0,0%,NA
435,1156,2.976864,1,0,0,1,0,0,0,0,2,3,490491,3,2,0.3,1-33%,NA
435,129,4.465296,0,0,1,0,0,0,0,0,2,2,490491,2,3,0,0%,NA
435,129,4.465296,0,0,1,0,0,0,0,0,2,2,490491,2,2,0,0%,NA
435,129,4.465296,0,0,1,0,0,0,0,0,2,2,490491,2,2,0,0%,NA
435,129,4.465296,0,0,1,0,0,0,0,0,2,2,490491,2,3,0,0%,NA
435,157,0.992288,1,0,0,0,0,0,0,0,2,3,490491,3,3,0,0%,NA
435,157,0.992288,1,0,0,0,0,0,0,0,2,3,490491,3,3,0,0%,0
435,157,0.992288,1,0,0,0,0,0,0,0,2,3,490491,3,3,0,0%,NA
435,157,0.992288,1,0,0,0,0,0,0,0,2,3,490491,3,3,0,0%,NA
435,187,10.419024,1,0,0,0,0,0,0,0,2,3,490491,3,3,0,0%,NA
435,187,10.419024,1,0,0,0,0,0,0,0,2,3,490491,3,2,0.4,34-66%,NA
435,187,10.419024,1,0,0,0,0,0,0,0,2,3,490491,3,3,0,0%,NA
435,187,10.419024,1,0,0,0,0,0,0,0,2,3,490491,3,3,0,0%,NA
435,187,10.419024,1,0,0,0,0,0,0,0,2,3,490491,3,3,0,0%,NA
435,187,10.419024,1,0,0,0,0,0,0,0,2,3,490491,3,1,0.2,1-33%,NA
435,187,10.419024,1,0,0,0,0,0,0,0,2,3,490491,3,2,0,0%,NA
435,187,10.419024,1,0,0,0,0,0,0,0,2,3,490491,3,1,0,0%,NA
435,187,10.419024,1,0,0,0,0,0,0,0,2,3,490491,3,3,0.2,1-33%,NA
435,187,10.419024,1,0,0,0,0,0,0,0,2,3,490491,3,3,0,0%,NA
435,201,1.984576,1,0,1,0,0,0,0,0,2,3,490491,3,1,0.5,34-66%,NA
435,224,4.465296,0,0,0,0,0,0,0,0,2,5,490491,2,1,0,0%,NA
435,224,4.465296,0,0,0,0,0,0,0,0,2,5,490491,2,2,1,67+%,NA
435,224,4.465296,0,0,0,0,0,0,0,0,2,5,490491,2,2,0,0%,NA
435,224,4.465296,0,0,0,0,0,0,0,0,2,5,490491,2,2,0,0%,NA
435,234,3.473008,0,0,0,0,0,0,1,0,2,5,490491,3,3,0,0%,NA
435,234,3.473008,0,0,0,0,0,0,1,0,2,5,490491,3,3,0,0%,0
435,234,3.473008,0,0,0,0,0,0,1,0,2,5,490491,3,3,0,0%,NA
435,310,3.473008,0,0,0,0,0,0,0,0,2,5,490491,3,3,0,0%,NA
435,310,3.473008,0,0,0,0,0,0,0,0,2,5,490491,3,2,0,0%,NA
435,310,3.473008,0,0,0,0,0,0,0,0,2,5,490491,3,0,0,0%,NA
435,453,2.48072,1,0,1,0,0,0,0,0,2,3,490491,2,2,0,0%,NA
435,453,2.48072,1,0,1,0,0,0,0,0,2,3,490491,2,3,0,0%,NA
435,501,0.992288,0,0,0,0,0,0,0,0,2,5,490491,2,2,0,0%,NA
435,501,0.992288,0,0,0,0,0,0,0,0,2,5,490491,2,3,0,0%,NA
435,571,5.457584,1,0,1,0,1,0,0,0,2,4,490491,3,1,0,0%,NA
435,571,5.457584,1,0,1,0,1,0,0,0,2,4,490491,3,3,0,0%,NA
435,571,5.457584,1,0,1,0,1,0,0,0,2,4,490491,3,1,0,0%,NA
435,572,3.473008,0,0,0,0,0,0,0,0,2,5,490491,2,2,0.2,1-33%,NA
435,575,4.465296,0,0,0,0,0,0,0,0,2,5,490491,2,2,0,0%,1
435,575,4.465296,0,0,0,0,0,0,0,0,2,5,490491,2,3,0,0%,NA
435,575,4.465296,0,0,0,0,0,0,0,0,2,5,490491,2,3,0,0%,NA
435,575,4.465296,0,0,0,0,0,0,0,0,2,5,490491,2,2,0,0%,NA
435,648,2.976864,0,0,1,0,0,0,0,0,2,2,490491,2,3,0,0%,NA
435,648,2.976864,0,0,1,0,0,0,0,0,2,2,490491,2,1,0.125,1-33%,NA
435,659,3.969152,0,0,0,0,0,0,0,0,2,5,490491,2,2,0,0%,0
435,659,3.969152,0,0,0,0,0,0,0,0,2,5,490491,2,3,0,0%,NA
435,7,3.473008,1,0,1,0,0,0,0,0,2,3,490491,3,3,0,0%,NA
435,7,3.473008,1,0,1,0,0,0,0,0,2,3,490491,3,3,0.3333333333333333,1-33%,NA
435,7,3.473008,1,0,1,0,0,0,0,0,2,3,490491,3,3,0.25,1-33%,0
435,819,8.434448,0,0,1,0,0,0,0,0,2,2,490491,2,2,0.45454545454545453,34-66%,NA
435,819,8.434448,0,0,1,0,0,0,0,0,2,2,490491,2,3,0,0%,NA
435,819,8.434448,0,0,1,0,0,0,0,0,2,2,490491,2,2,0.25,1-33%,NA
435,819,8.434448,0,0,1,0,0,0,0,0,2,2,490491,2,2,0.25,1-33%,NA
435,819,8.434448,0,0,1,0,0,0,0,0,2,2,490491,2,3,0,0%,NA
435,819,8.434448,0,0,1,0,0,0,0,0,2,2,490491,2,3,0,0%,NA
435,819,8.434448,0,0,1,0,0,0,0,0,2,2,490491,2,3,0,0%,NA
435,841,3.473008,0,0,1,0,0,0,0,0,2,2,490491,3,0,0,0%,NA
435,841,3.473008,0,0,1,0,0,0,0,0,2,2,490491,3,2,0.25,1-33%,NA
435,841,3.473008,0,0,1,0,0,0,0,0,2,2,490491,3,2,0,0%,NA
435,856,3.473008,0,0,1,0,1,0,0,0,2,2,490491,3,1,0,0%,NA
435,856,3.473008,0,0,1,0,1,0,0,0,2,2,490491,3,3,0,0%,NA
435,856,3.473008,0,0,1,0,1,0,0,0,2,2,490491,3,3,1,67+%,NA
435,860,4.96144,1,0,1,0,1,0,1,0,2,4,490491,4,2,0.14285714285714285,1-33%,NA
435,860,4.96144,1,0,1,0,1,0,1,0,2,4,490491,4,2,0,0%,NA
435,860,4.96144,1,0,1,0,1,0,1,0,2,4,490491,4,3,0.2857142857142857,1-33%,NA
435,860,4.96144,1,0,1,0,1,0,1,0,2,4,490491,4,3,0,0%,NA
435,860,4.96144,1,0,1,0,1,0,1,0,2,4,490491,4,1,0,0%,NA
435,868,3.969152,0,0,1,0,0,0,0,0,2,2,490491,1,3,0,0%,NA
435,868,3.969152,0,0,1,0,0,0,0,0,2,2,490491,1,1,0,0%,NA
435,868,3.969152,0,0,1,0,0,0,0,0,2,2,490491,1,1,0,0%,NA
436,1035,1.397464,1,1,1,0,0,0,1,0,2,3,695104,4,3,0.25,1-33%,NA
436,1045,7.686052,1,1,1,1,0,1,1,1,2,3,695104,5,3,0,0%,NA
436,1045,7.686052,1,1,1,1,0,1,1,1,2,3,695104,5,3,0,0%,1
436,1045,7.686052,1,1,1,1,0,1,1,1,2,3,695104,5,5,0,0%,1
436,1045,7.686052,1,1,1,1,0,1,1,1,2,3,695104,5,3,0,0%,1
436,1045,7.686052,1,1,1,1,0,1,1,1,2,3,695104,5,3,0,0%,NA
436,1045,7.686052,1,1,1,1,0,1,1,1,2,3,695104,5,3,0.16666666666666666,1-33%,NA
436,1045,7.686052,1,1,1,1,0,1,1,1,2,3,695104,5,3,0,0%,NA
436,1046,3.49366,1,1,1,1,1,1,0,0,2,1,695104,5,3,0.25,1-33%,NA
436,1062,2.794928,1,1,1,0,1,0,0,0,2,4,695104,4,3,0,0%,NA
436,1062,2.794928,1,1,1,0,1,0,0,0,2,4,695104,4,3,0,0%,0
436,1106,2.096196,1,1,1,1,1,1,0,0,2,1,695104,5,3,0,0%,1
436,1119,2.096196,1,1,1,0,1,1,0,0,2,4,695104,4,4,0,0%,NA
436,1191,2.096196,1,1,1,0,1,0,0,0,2,4,695104,4,3,0,0%,NA
436,132,3.49366,1,1,1,0,1,1,1,0,2,4,695104,5,3,0,0%,1
436,193,4.891124,1,1,1,0,1,1,0,0,2,4,695104,4,3,0.2,1-33%,NA
436,253,2.096196,0,1,1,0,0,0,0,1,2,2,695104,4,3,0,0%,NA
436,253,2.096196,0,1,1,0,0,0,0,1,2,2,695104,4,5,0,0%,1
436,253,2.096196,0,1,1,0,0,0,0,1,2,2,695104,4,4,0,0%,1
436,356,3.49366,1,1,1,0,1,1,0,0,2,4,695104,4,3,0,0%,NA
436,371,5.589856,1,1,1,0,1,1,0,0,2,4,695104,4,1,0,0%,NA
436,493,5.589856,1,1,1,1,1,1,1,1,2,1,695104,5,3,0.3333333333333333,1-33%,NA
436,493,5.589856,1,1,1,1,1,1,1,1,2,1,695104,5,5,0,0%,1
436,493,5.589856,1,1,1,1,1,1,1,1,2,1,695104,5,5,0,0%,NA
436,500,4.891124,1,1,1,0,1,0,0,0,2,4,695104,4,3,0,0%,1
436,500,4.891124,1,1,1,0,1,0,0,0,2,4,695104,4,3,0,0%,1
436,573,2.096196,1,1,1,0,1,0,0,0,2,4,695104,4,1,0,0%,NA
436,573,2.096196,1,1,1,0,1,0,0,0,2,4,695104,4,1,0.2,1-33%,NA
436,599,3.49366,1,1,1,0,1,0,0,0,2,4,695104,4,3,0,0%,NA
436,599,3.49366,1,1,1,0,1,0,0,0,2,4,695104,4,3,0,0%,1
436,616,4.891124,1,1,1,0,1,1,1,0,2,4,695104,4,3,0,0%,NA
436,616,4.891124,1,1,1,0,1,1,1,0,2,4,695104,4,3,0,0%,NA
436,616,4.891124,1,1,1,0,1,1,1,0,2,4,695104,4,3,0,0%,NA
436,633,9.083516,1,1,1,0,0,1,1,1,2,3,695104,4,3,0,0%,NA
